Unnamed: 0,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
315,Brunswick West,12 Hamilton St,2,h,820000,S,Jellis,26-07-2016,5.9,3055,3,1,1,206,98,1900,Moreland,-37.7604,144.9488,Northern Metropolitan,7082
316,Brunswick West,7/5 Allard St,2,u,370000,VB,Jellis,27-06-2016,5.9,3055,2,1,1,0,65,1970,Moreland,-37.7686,144.9421,Northern Metropolitan,7082
319,Brunswick West,1/30 McLean St,2,u,484000,S,Jellis,27-06-2016,5.9,3055,2,1,1,0,65,1950,Moreland,-37.7543,144.9385,Northern Metropolitan,7082
320,Brunswick West,2/494 Victoria St,3,t,815000,S,Ray,27-06-2016,5.9,3055,3,1,2,157,123,1999,Moreland,-37.7652,144.9454,Northern Metropolitan,7082
324,Brunswick West,53 Heller St,4,h,1150000,VB,Nelson,28-05-2016,5.9,3055,4,1,2,519,169,1910,Moreland,-37.7747,144.9474,Northern Metropolitan,7082
327,Brunswick West,2/530 Victoria St,2,u,497000,S,Hodges,28-05-2016,5.9,3055,2,1,1,0,84,1977,Moreland,-37.7647,144.9412,Northern Metropolitan,7082
329,Brunswick West,1/536 Albion St,2,h,440000,PI,Jellis,28-08-2016,5.9,3055,2,1,1,0,62,1960,Moreland,-37.7577,144.9354,Northern Metropolitan,7082
330,Brunswick West,196 Melville Rd,2,h,816000,S,Nelson,28-08-2016,5.9,3055,3,2,1,343,115,1930,Moreland,-37.7552,144.9458,Northern Metropolitan,7082
332,Brunswick West,16 Bakers Pde,4,h,970000,PI,Nelson,30-07-2016,5.9,3055,4,3,2,499,150,1925,Moreland,-37.7538,144.944,Northern Metropolitan,7082
336,Carlton North,112 Newry St,4,h,1425000,S,Nelson,04-03-2017,3.2,3054,4,3,0,122,130,1890,Yarra,-37.7893,144.9696,Northern Metropolitan,3106
339,Carlton North,989 Drummond St,3,h,2950000,SP,Chambers,07-05-2016,3.2,3054,3,1,2,499,164,1910,Yarra,-37.7811,144.9715,Northern Metropolitan,3106
340,Carlton North,700 Rathdowne St,4,h,2175000,S,Woodards,07-05-2016,3.2,3054,3,1,0,418,163,1920,Yarra,-37.7808,144.9736,Northern Metropolitan,3106
343,Carlton North,1 Fletcher La,2,h,800000,PI,Nelson,10-12-2016,3.2,3054,2,1,1,73,104,2009,Yarra,-37.7852,144.9719,Northern Metropolitan,3106
345,Carlton North,967 Drummond St,4,h,2718000,S,Ray,11-03-2017,3.2,3054,4,2,0,538,142,2015,Yarra,-37.7816,144.9714,Northern Metropolitan,3106
347,Carlton North,392 Station St,2,h,2400000,S,Kelly,12-11-2016,3.2,3054,1,2,0,413,172,1900,Yarra,-37.7875,144.9759,Northern Metropolitan,3106
350,Carlton North,1018 Drummond St,4,h,2520000,S,Nelson,16-04-2016,3.2,3054,4,2,2,504,168,1890,Yarra,-37.7805,144.9721,Northern Metropolitan,3106
355,Carlton North,75 Fenwick St,3,h,2050000,S,Nelson,18-03-2017,3.2,3054,3,2,0,84,148,1970,Yarra,-37.7879,144.9736,Northern Metropolitan,3106
358,Carlton North,292 Amess St,4,h,1950000,S,Nelson,22-05-2016,3.2,3054,4,2,2,207,162,1900,Yarra,-37.7804,144.9748,Northern Metropolitan,3106
360,Carlton North,14/1102 Lygon St,1,u,437000,S,Nelson,24-09-2016,3.2,3054,1,1,1,0,56,1970,Yarra,-37.7798,144.9707,Northern Metropolitan,3106
362,Carlton North,4 Mary St,2,u,520000,VB,Nelson,24-09-2016,3.2,3054,2,1,1,0,86,1940,Yarra,-37.7813,144.9773,Northern Metropolitan,3106
365,Carlton North,24/635 Drummond St,2,u,570000,S,hockingstuart,27-06-2016,3.2,3054,2,1,1,0,76,1975,Yarra,-37.7902,144.97,Northern Metropolitan,3106
368,Clifton Hill,66 Noone St,2,h,780000,S,Harrington,04-06-2016,3.4,3068,2,1,1,155,85,1880,Yarra,-37.7934,144.9922,Northern Metropolitan,2954
369,Clifton Hill,13 Caroline St,3,h,1060000,S,Nelson,07-11-2016,3.4,3068,3,1,0,193,98,1900,Yarra,-37.7899,144.9984,Northern Metropolitan,2954
370,Clifton Hill,3/68 Noone St,3,t,930000,S,Collins,07-11-2016,3.4,3068,3,2,1,124,116,2000,Yarra,-37.7934,144.9923,Northern Metropolitan,2954
372,Clifton Hill,119 Roseneath St,2,h,1075000,S,Nelson,08-10-2016,3.4,3068,2,1,1,174,85,1890,Yarra,-37.7928,144.9987,Northern Metropolitan,2954
373,Clifton Hill,85 Roseneath St,2,h,1105000,S,Harrington,08-10-2016,3.4,3068,2,1,1,185,84,1910,Yarra,-37.7927,144.9981,Northern Metropolitan,2954
374,Clifton Hill,413a Wellington St,2,h,1209000,S,Jellis,08-10-2016,3.4,3068,2,1,1,140,97,1910,Yarra,-37.7919,144.9884,Northern Metropolitan,2954
375,Clifton Hill,32 Caroline St,4,h,3010000,S,Collins,10-09-2016,3.4,3068,4,3,2,382,250,1903,Yarra,-37.7897,144.9992,Northern Metropolitan,2954
376,Clifton Hill,17 Myrtle St,2,h,1435000,S,Nelson,10-09-2016,3.4,3068,2,1,2,239,96,1900,Yarra,-37.7918,144.997,Northern Metropolitan,2954
378,Clifton Hill,40 Myrtle St,2,h,1290000,S,Jellis,10-12-2016,3.4,3068,2,1,0,164,99,1890,Yarra,-37.7912,144.9967,Northern Metropolitan,2954
380,Clifton Hill,3/30 Edmund St,2,u,495000,S,iTRAK,13-08-2016,3.4,3068,2,1,1,515,50,1970,Yarra,-37.7875,145.0049,Northern Metropolitan,2954
382,Clifton Hill,11 Page St,3,h,1370000,S,Collins,13-08-2016,3.4,3068,3,2,1,176,135,1890,Yarra,-37.7921,144.9898,Northern Metropolitan,2954
388,Clifton Hill,31 Fenwick St,2,h,1450000,VB,Nelson,18-03-2017,3.4,3068,2,1,0,156,107,1890,Yarra,-37.7892,144.9999,Northern Metropolitan,2954
391,Clifton Hill,7/37 Groom St,2,u,885500,S,Collins,18-06-2016,3.4,3068,2,2,2,0,136,2005,Yarra,-37.7937,144.9983,Northern Metropolitan,2954
394,Clifton Hill,18 Barries Pl,3,t,825000,SP,Jellis,24-09-2016,3.4,3068,3,3,1,67,119,2010,Yarra,-37.7946,144.9989,Northern Metropolitan,2954
397,Clifton Hill,1/1 Marshall Pl,4,h,1506000,S,Nelson,25-02-2017,3.4,3068,4,2,0,162,169,1995,Yarra,-37.7885,144.9994,Northern Metropolitan,2954
400,Clifton Hill,3 Hodgkinson St,3,h,1360000,S,Nelson,27-06-2016,3.4,3068,3,1,0,118,118,1880,Yarra,-37.7921,144.9858,Northern Metropolitan,2954
406,Coburg,29 Molesworth St,2,h,850000,SP,Brad,03-09-2016,7.8,3058,2,1,1,371,93,1930,Moreland,-37.735,144.9589,Northern Metropolitan,11204
407,Coburg,10 Shackell St,3,h,784000,S,Nelson,03-09-2016,7.8,3058,2,1,1,286,110,1890,Moreland,-37.7427,144.952,Northern Metropolitan,11204
409,Coburg,37 Elizabeth St,3,h,680000,S,Nelson,03-12-2016,7.8,3058,3,1,0,702,108,1950,Moreland,-37.7391,144.9812,Northern Metropolitan,11204
411,Coburg,1/58 Moore St,2,t,807000,S,Nelson,03-12-2016,7.8,3058,2,2,1,0,176,2010,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
415,Coburg,8 Watchtower Rd,3,h,675000,PI,Walshe,04-02-2016,7.8,3058,3,1,2,142,123,2005,Moreland,-37.7382,144.973,Northern Metropolitan,11204
418,Coburg,3 Mavis St,3,h,1202000,S,Nelson,04-03-2017,7.8,3058,3,2,2,423,140,1940,Moreland,-37.7493,144.9559,Northern Metropolitan,11204
419,Coburg,243 Moreland Rd,3,h,1370000,S,Ray,04-03-2017,7.8,3058,3,1,1,233,180,1890,Moreland,-37.7549,144.9611,Northern Metropolitan,11204
421,Coburg,45 Portland St,3,h,1000000,VB,Jellis,04-03-2017,7.8,3058,3,2,3,370,110,1920,Moreland,-37.744,144.9501,Northern Metropolitan,11204
424,Coburg,171 Moreland Rd,4,h,145000,PI,Jellis,04-06-2016,7.8,3058,3,1,1,536,164,1910,Moreland,-37.7555,144.9658,Northern Metropolitan,11204
426,Coburg,33 Wellington St,3,h,860000,S,Peter,04-06-2016,7.8,3058,3,1,1,283,109,1915,Moreland,-37.7416,144.9582,Northern Metropolitan,11204
427,Coburg,16 Linda St,2,h,953000,S,Jellis,06-08-2016,7.8,3058,2,1,1,170,101,1890,Moreland,-37.7508,144.9608,Northern Metropolitan,11204
428,Coburg,6 Shackell St,2,h,735000,SP,Nelson,06-08-2016,7.8,3058,2,1,1,280,93,1900,Moreland,-37.7429,144.952,Northern Metropolitan,11204
432,Coburg,27 Higinbotham St,3,h,947000,S,Brad,07-11-2016,7.8,3058,3,1,1,372,125,1920,Moreland,-37.735,144.9581,Northern Metropolitan,11204
433,Coburg,2/6 McKay St,2,u,500000,SP,Jellis,07-11-2016,7.8,3058,2,1,1,0,74,1970,Moreland,-37.7405,144.9644,Northern Metropolitan,11204
435,Coburg,7/13 Clarendon St,2,u,466000,S,Nelson,08-10-2016,7.8,3058,2,1,1,0,62,1980,Moreland,-37.7527,144.9522,Northern Metropolitan,11204
436,Coburg,3/58 Moore St,3,t,740000,VB,Nelson,08-10-2016,7.8,3058,3,2,1,255,164,2014,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
437,Coburg,105 Moreland Rd,3,h,812000,S,Nicholson,08-10-2016,7.8,3058,3,1,1,370,130,1930,Moreland,-37.7561,144.9718,Northern Metropolitan,11204
438,Coburg,107 Moreland Rd,3,h,766000,S,Nicholson,08-10-2016,7.8,3058,3,1,0,378,124,1930,Moreland,-37.7561,144.9716,Northern Metropolitan,11204
439,Coburg,109 Moreland Rd,3,h,825000,S,Nicholson,08-10-2016,7.8,3058,2,1,1,374,118,1910,Moreland,-37.7561,144.9715,Northern Metropolitan,11204
440,Coburg,2 Quarry Cct,4,h,1131000,S,Nelson,08-10-2016,7.8,3058,4,2,2,494,300,2001,Moreland,-37.7359,144.9711,Northern Metropolitan,11204
441,Coburg,114 Reynard St,3,h,1064000,SP,Nelson,08-10-2016,7.8,3058,3,2,1,417,178,1940,Moreland,-37.7478,144.9583,Northern Metropolitan,11204
443,Coburg,60 Glengyle St,3,h,1210000,S,Nelson,10-09-2016,7.8,3058,3,1,1,379,125,1925,Moreland,-37.7544,144.9764,Northern Metropolitan,11204
444,Coburg,8/6 McKay St,2,u,434000,S,Nelson,10-09-2016,7.8,3058,2,1,1,0,80,1965,Moreland,-37.7405,144.9644,Northern Metropolitan,11204
445,Coburg,4/44 Victoria St,2,u,653000,SP,Peter,10-09-2016,7.8,3058,2,1,1,129,107,2012,Moreland,-37.7422,144.9606,Northern Metropolitan,11204
446,Coburg,2/118 Bruce St,3,t,640000,S,Nelson,10-12-2016,7.8,3058,3,1,2,119,109,1995,Moreland,-37.7403,144.9491,Northern Metropolitan,11204
453,Coburg,41 Service St,3,h,1130000,SP,Re,12-11-2016,7.8,3058,3,1,2,735,127,1920,Moreland,-37.7379,144.9623,Northern Metropolitan,11204
456,Coburg,1e The Avenue,3,h,763000,S,Woodards,14-05-2016,7.8,3058,3,2,1,107,110,1994,Moreland,-37.7517,144.963,Northern Metropolitan,11204
457,Coburg,53 Hawthorn St,2,h,903000,S,Nelson,15-10-2016,7.8,3058,2,1,1,253,94,1910,Moreland,-37.7484,144.9521,Northern Metropolitan,11204
458,Coburg,4 Miller St,3,h,1000000,S,Nelson,15-10-2016,7.8,3058,3,1,1,431,117,1970,Moreland,-37.75,144.9695,Northern Metropolitan,11204
459,Coburg,13 Shaftsbury St,4,h,1742000,SP,Nelson,15-10-2016,7.8,3058,3,2,4,482,256,2006,Moreland,-37.7529,144.9534,Northern Metropolitan,11204
460,Coburg,12 Gordon St,4,h,865000,S,Brad,16-04-2016,7.8,3058,4,1,1,452,125,1925,Moreland,-37.7525,144.948,Northern Metropolitan,11204
461,Coburg,11/5 Industry La,2,u,485000,VB,Nelson,16-04-2016,7.8,3058,2,2,1,0,96,1880,Moreland,-37.7367,144.9701,Northern Metropolitan,11204
463,Coburg,23 Berry St,3,h,1278000,S,Peter,16-07-2016,7.8,3058,3,2,3,405,156,1930,Moreland,-37.7464,144.959,Northern Metropolitan,11204
464,Coburg,4/93 Harding St,3,t,590000,VB,Ray,17-09-2016,7.8,3058,3,2,2,0,109,2013,Moreland,-37.7458,144.9751,Northern Metropolitan,11204
468,Coburg,19 Audley St,4,h,1136000,S,Ray,18-03-2017,7.8,3058,4,3,1,420,146,1920,Moreland,-37.7501,144.962,Northern Metropolitan,11204
469,Coburg,13 Carron St,2,t,635000,S,Ray,18-03-2017,7.8,3058,2,1,1,97,95,2014,Moreland,-37.7516,144.9623,Northern Metropolitan,11204
477,Coburg,203 Munro St,4,h,1400000,S,RE,18-06-2016,7.8,3058,4,1,1,856,189,1970,Moreland,-37.7432,144.9481,Northern Metropolitan,11204
480,Coburg,8 Gilbert St,3,h,1260000,S,Jellis,19-11-2016,7.8,3058,3,2,0,407,230,1930,Moreland,-37.7471,144.9579,Northern Metropolitan,11204
482,Coburg,52 Stawell St,3,h,841000,S,Re,19-11-2016,7.8,3058,3,1,3,385,98,1920,Moreland,-37.734,144.9603,Northern Metropolitan,11204
483,Coburg,4/2 Vincent St,2,u,537500,S,Nelson,19-11-2016,7.8,3058,2,1,1,0,73,1975,Moreland,-37.7435,144.9563,Northern Metropolitan,11204
486,Coburg,5/39 Service St,2,t,598000,S,Nelson,22-08-2016,7.8,3058,2,1,1,108,100,2007,Moreland,-37.7379,144.9617,Northern Metropolitan,11204
487,Coburg,2 Walsh St,3,h,1120000,S,Raine,22-08-2016,7.8,3058,3,2,1,293,180,2006,Moreland,-37.7481,144.9663,Northern Metropolitan,11204
488,Coburg,24 Webb St,3,h,870000,S,Nelson,22-08-2016,7.8,3058,3,1,1,371,100,1980,Moreland,-37.735,144.9558,Northern Metropolitan,11204
489,Coburg,27 Bruce St,3,h,680000,PI,Raine,23-04-2016,7.8,3058,2,1,2,462,72,1920,Moreland,-37.7448,144.9478,Northern Metropolitan,11204
492,Coburg,155 Nicholson St,3,h,825000,S,Ray,23-04-2016,7.8,3058,3,1,2,577,131,1920,Moreland,-37.7459,144.9773,Northern Metropolitan,11204
493,Coburg,11 Station St,3,h,725000,S,Brad,23-04-2016,7.8,3058,3,1,0,238,131,1900,Moreland,-37.7539,144.9612,Northern Metropolitan,11204
494,Coburg,144 The Avenue,4,h,1250000,VB,Nelson,23-04-2016,7.8,3058,4,3,1,515,249,1900,Moreland,-37.7537,144.9766,Northern Metropolitan,11204
495,Coburg,2 Franklin St,2,h,1008000,S,Jellis,24-09-2016,7.8,3058,2,1,3,457,89,1940,Moreland,-37.7505,144.9725,Northern Metropolitan,11204
499,Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24-09-2016,7.8,3058,4,1,1,488,142,1930,Moreland,-37.7537,144.9532,Northern Metropolitan,11204
500,Coburg,3/30 Shaftsbury St,2,u,451000,S,RT,24-09-2016,7.8,3058,2,1,1,0,72,1970,Moreland,-37.752,144.954,Northern Metropolitan,11204
501,Coburg,211 Bell St,2,h,635000,S,Brad,25-02-2017,7.8,3058,2,2,3,339,149,1920,Moreland,-37.7404,144.9559,Northern Metropolitan,11204
502,Coburg,15 Hardwick St,5,h,1020000,PI,Raine,25-02-2017,7.8,3058,5,2,4,381,286,1985,Moreland,-37.7492,144.969,Northern Metropolitan,11204
504,Coburg,32A Kelson St,3,h,1025000,VB,Jellis,25-02-2017,7.8,3058,3,1,3,336,112,1950,Moreland,-37.7408,144.9558,Northern Metropolitan,11204
505,Coburg,37 Kelson St,3,h,700000,SP,Brad,25-02-2017,7.8,3058,3,1,1,138,102,2000,Moreland,-37.7406,144.9555,Northern Metropolitan,11204
506,Coburg,48 Murray St,3,h,1130000,S,Nelson,25-02-2017,7.8,3058,3,1,3,206,80,1945,Moreland,-37.7382,144.9563,Northern Metropolitan,11204
508,Coburg,212 Reynard St,4,h,1075000,S,Hodges,25-02-2017,7.8,3058,4,1,4,531,187,1925,Moreland,-37.7473,144.9528,Northern Metropolitan,11204
510,Coburg,2/618 Sydney Rd,3,t,600000,S,Brad,25-02-2017,7.8,3058,3,1,1,102,95,1976,Moreland,-37.736,144.9665,Northern Metropolitan,11204
513,Coburg,14 Rose St,4,h,1150000,PI,Peter,26-07-2016,7.8,3058,4,2,2,43,205,1930,Moreland,-37.7456,144.9469,Northern Metropolitan,11204
515,Coburg,3/19 Chandos St,2,u,515000,S,Ray,27-06-2016,7.8,3058,2,1,2,0,70,1970,Moreland,-37.7474,144.9608,Northern Metropolitan,11204
517,Coburg,5/228 Reynard St,2,h,472000,S,Nelson,27-06-2016,7.8,3058,2,1,1,500,69,1975,Moreland,-37.747,144.9515,Northern Metropolitan,11204
518,Coburg,32 Rose St,2,h,901000,S,Peter,27-06-2016,7.8,3058,2,1,1,545,107,1940,Moreland,-37.7445,144.9471,Northern Metropolitan,11204
520,Coburg,1/51 The Grove,2,h,605000,S,Jellis,27-06-2016,7.8,3058,2,1,1,0,13,1969,Moreland,-37.7519,144.9721,Northern Metropolitan,11204
521,Coburg,3/117 Gordon St,3,t,687000,S,Nelson,27-11-2016,7.8,3058,3,1,1,116,140,1995,Moreland,-37.7454,144.9487,Northern Metropolitan,11204
522,Coburg,100 Reynard St,4,h,975000,PI,Re,27-11-2016,7.8,3058,4,2,2,307,203,1996,Moreland,-37.748,144.9602,Northern Metropolitan,11204
526,Coburg,9 Beckley St,3,h,1370000,S,Nelson,28-05-2016,7.8,3058,3,1,1,563,130,1930,Moreland,-37.7493,144.978,Northern Metropolitan,11204
527,Coburg,265 Bell St,2,h,700000,VB,Nelson,28-05-2016,7.8,3058,2,1,2,381,92,1925,Moreland,-37.74,144.9516,Northern Metropolitan,11204
528,Coburg,2/44 Berry St,3,t,810000,S,Nelson,28-05-2016,7.8,3058,3,2,1,213,131,2010,Moreland,-37.7461,144.9584,Northern Metropolitan,11204
530,Coburg,13 Kaye Ct,4,h,838000,S,Jellis,28-05-2016,7.8,3058,4,1,1,576,147,1960,Moreland,-37.7369,144.9637,Northern Metropolitan,11204
532,Coburg,5 Saunders St,4,h,1150000,PI,Nelson,28-05-2016,7.8,3058,4,1,2,633,164,1990,Moreland,-37.7531,144.9504,Northern Metropolitan,11204
533,Coburg,6 Younger St,4,h,931000,SP,Brad,28-05-2016,7.8,3058,3,1,1,412,160,1920,Moreland,-37.7432,144.9768,Northern Metropolitan,11204
534,Coburg,10/23 Baxter St,1,u,241000,S,Nelson,28-08-2016,7.8,3058,1,1,1,0,62,1976,Moreland,-37.7463,144.9635,Northern Metropolitan,11204
537,Coburg,29 Hardwick St,2,h,981000,S,Nelson,28-08-2016,7.8,3058,2,1,1,263,114,1910,Moreland,-37.7493,144.97,Northern Metropolitan,11204
538,Coburg,18 Industry La,2,t,570000,S,Peter,28-08-2016,7.8,3058,2,1,1,0,86,1900,Moreland,-37.7367,144.9701,Northern Metropolitan,11204
539,Coburg,1/38 Victoria St,2,h,500000,S,Nelson,28-08-2016,7.8,3058,2,1,1,113,70,1970,Moreland,-37.7424,144.961,Northern Metropolitan,11204
547,Coburg North,15 Ronald St,3,h,655000,SP,hockingstuart,03-12-2016,9.2,3058,3,1,0,404,98,1950,Moreland,-37.7305,144.9803,Northern Metropolitan,3445
548,Coburg North,3/1 Headley St,3,t,631000,S,McGrath,04-03-2017,9.2,3058,3,1,1,178,120,2012,Moreland,-37.7297,144.9645,Northern Metropolitan,3445
549,Coburg North,5/1 Headley St,2,t,600000,S,McGrath,04-03-2017,9.2,3058,2,1,1,145,105,2010,Moreland,-37.7295,144.9641,Northern Metropolitan,3445
551,Coburg North,4 Pixel Cct,3,h,715000,SP,hockingstuart,04-03-2017,9.2,3058,3,2,2,173,120,2010,Moreland,-37.7308,144.9832,Northern Metropolitan,3445
554,Coburg North,27 McMahons Rd,3,h,864000,S,Nelson,04-06-2016,9.2,3058,3,1,2,565,115,1950,Moreland,-37.7283,144.969,Northern Metropolitan,3445
556,Coburg North,7 Manly Ct,3,h,700000,S,Nelson,07-05-2016,9.2,3058,3,1,2,626,108,1950,Moreland,-37.7201,144.9696,Northern Metropolitan,3445
559,Coburg North,2b Rollo St,2,t,591000,S,Nelson,07-11-2016,9.2,3058,2,1,1,0,86,2008,Moreland,-37.721,144.9527,Northern Metropolitan,3445
560,Coburg North,17 Mathieson St,3,h,860000,S,Nelson,08-10-2016,9.2,3058,2,1,3,586,145,1950,Moreland,-37.7205,144.9659,Northern Metropolitan,3445
562,Coburg North,4 Sharp Gr,2,h,765000,S,Love,08-10-2016,9.2,3058,2,1,2,563,116,1925,Moreland,-37.723,144.96,Northern Metropolitan,3445
564,Coburg North,13 Pixel Cct,3,h,625000,S,Nelson,10-09-2016,9.2,3058,3,1,2,104,138,2014,Moreland,-37.7307,144.9826,Northern Metropolitan,3445
566,Coburg North,1 Boyne St,2,h,745000,SP,Raine,10-12-2016,9.2,3058,2,1,3,526,90,1940,Moreland,-37.732,144.9832,Northern Metropolitan,3445
567,Coburg North,19A Tilley St,4,h,1050000,PI,Jellis,10-12-2016,9.2,3058,4,3,2,501,258,2016,Moreland,-37.7266,144.9823,Northern Metropolitan,3445
569,Coburg North,17 Convent Ct,2,h,935000,S,First,12-11-2016,9.2,3058,2,1,2,833,107,1960,Moreland,-37.7297,144.9654,Northern Metropolitan,3445
571,Coburg North,1 McDonnell Rd,2,h,820000,SP,Nelson,12-11-2016,9.2,3058,2,1,4,629,120,1960,Moreland,-37.7276,144.9688,Northern Metropolitan,3445
572,Coburg North,5 Rollo St,3,h,780000,S,Nelson,12-11-2016,9.2,3058,3,1,2,307,96,1950,Moreland,-37.7215,144.9533,Northern Metropolitan,3445
574,Coburg North,25 Williams Rd,3,h,707000,S,Brad,13-08-2016,9.2,3058,3,2,3,556,129,1950,Moreland,-37.7305,144.9605,Northern Metropolitan,3445
586,Coburg North,127 Elizabeth St,3,h,637000,S,Brad,18-06-2016,9.2,3058,3,1,4,498,97,1950,Moreland,-37.7323,144.9833,Northern Metropolitan,3445
587,Coburg North,143 Elizabeth St,4,h,950000,S,hockingstuart,18-06-2016,9.2,3058,4,2,2,298,231,2013,Moreland,-37.7308,144.9836,Northern Metropolitan,3445
590,Coburg North,3 Golf Rd,3,h,860000,PI,Jellis,19-11-2016,9.2,3058,3,2,3,472,134,1970,Moreland,-37.734,144.9728,Northern Metropolitan,3445
591,Coburg North,27 Snapshot Dr,5,h,1172000,S,Ray,19-11-2016,9.2,3058,5,3,2,425,37,2014,Moreland,-37.7302,144.9816,Northern Metropolitan,3445
596,Coburg North,64 Elizabeth St,3,h,650000,SP,Barry,25-02-2017,9.2,3058,3,1,1,407,95,1930,Darebin,-37.7351,144.9833,Northern Metropolitan,3445
597,Coburg North,24 Norris St,4,h,792000,SP,Jellis,26-07-2016,9.2,3058,4,2,1,320,131,1950,Moreland,-37.7242,144.9612,Northern Metropolitan,3445
598,Coburg North,45 Shorts Rd,3,h,720000,S,Nelson,26-07-2016,9.2,3058,3,1,2,499,105,1970,Moreland,-37.7236,144.9576,Northern Metropolitan,3445
599,Coburg North,2 Carr St,3,h,970000,S,Jellis,27-11-2016,9.2,3058,3,1,2,575,129,1960,Moreland,-37.7307,144.9704,Northern Metropolitan,3445
602,Collingwood,130 Keele St,2,h,890000,S,LITTLE,03-09-2016,1.6,3066,2,1,1,178,70,1900,Yarra,-37.7974,144.9915,Northern Metropolitan,4553
603,Collingwood,10/79 Oxford St,2,u,1260000,S,Jellis,03-09-2016,1.6,3066,2,1,1,0,129,1900,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
604,Collingwood,2/79 Oxford St,2,u,855000,S,Nelson,03-09-2016,1.6,3066,2,1,1,2886,122,1830,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
608,Collingwood,15/18 Islington St,3,t,1125000,SP,Nelson,04-03-2017,1.6,3066,3,2,2,0,151,2000,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
610,Collingwood,6/78 Oxford St,2,u,910000,S,Jellis,04-03-2017,1.6,3066,2,1,1,0,97,1880,Yarra,-37.8035,144.985,Northern Metropolitan,4553
611,Collingwood,9/22 Stanley St,1,u,452000,SP,Jellis,04-03-2017,1.6,3066,1,1,1,816,53,2000,Yarra,-37.802,144.9848,Northern Metropolitan,4553
613,Collingwood,110/3 Hoddle St,1,u,415000,SP,Biggin,07-11-2016,1.6,3066,1,1,1,3701,62,2005,Yarra,-37.809,144.9911,Northern Metropolitan,4553
615,Collingwood,307/11 Hoddle St,1,u,372000,SP,Woodards,08-10-2016,1.6,3066,1,1,1,0,65,2005,Yarra,-37.809,144.9911,Northern Metropolitan,4553
616,Collingwood,5/77 Little Oxford St,3,u,1326000,S,Nelson,08-10-2016,1.6,3066,3,2,1,0,190,2013,Yarra,-37.8032,144.9842,Northern Metropolitan,4553
619,Collingwood,1/79 Oxford St,2,h,1230000,S,Jellis,11-02-2017,1.6,3066,2,2,1,0,153,1920,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
620,Collingwood,382 Wellington St,2,h,855000,S,Jellis,12-11-2016,1.6,3066,2,1,0,130,80,1890,Yarra,-37.7953,144.9882,Northern Metropolitan,4553
621,Collingwood,4/13 Alexander St,1,u,457000,S,Jellis,13-08-2016,1.6,3066,1,1,1,406,49,1970,Yarra,-37.796,144.9911,Northern Metropolitan,4553
623,Collingwood,1/60 Budd St,3,t,897500,S,Jellis,14-05-2016,1.6,3066,3,2,1,82,82,1995,Yarra,-37.7961,144.9873,Northern Metropolitan,4553
625,Collingwood,82 Sackville St,2,h,1265000,S,Jellis,14-05-2016,1.6,3066,3,1,1,282,112,1920,Yarra,-37.7985,144.9883,Northern Metropolitan,4553
627,Collingwood,84 Budd St,3,h,1075000,S,hockingstuart,16-04-2016,1.6,3066,3,1,0,183,104,1880,Yarra,-37.7948,144.9875,Northern Metropolitan,4553
629,Collingwood,2/13 Alexander St,1,u,366000,S,Woodards,16-07-2016,1.6,3066,1,1,1,0,44,1970,Yarra,-37.796,144.9911,Northern Metropolitan,4553
631,Collingwood,6 Forest St,2,h,981000,S,Jellis,17-09-2016,1.6,3066,2,1,0,188,107,1900,Yarra,-37.7964,144.9923,Northern Metropolitan,4553
632,Collingwood,10/76 Oxford St,2,u,683000,S,Biggin,17-09-2016,1.6,3066,2,1,1,0,92,1900,Yarra,-37.8035,144.985,Northern Metropolitan,4553
637,Collingwood,5 Charlotte St,2,h,1000000,SP,Peter,19-11-2016,1.6,3066,2,1,2,159,86,1880,Yarra,-37.7962,144.9887,Northern Metropolitan,4553
639,Collingwood,2/60 Budd St,3,t,887500,S,Peter,22-05-2016,1.6,3066,3,2,1,81,82,2000,Yarra,-37.7961,144.9874,Northern Metropolitan,4553
641,Collingwood,10/30 Mater St,2,u,713500,S,Jellis,22-08-2016,1.6,3066,2,2,1,1060,88,2010,Yarra,-37.7954,144.9868,Northern Metropolitan,4553
642,Collingwood,8/79 Oxford St,3,u,1500000,S,Jellis,22-08-2016,1.6,3066,2,2,2,0,159,1920,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
643,Collingwood,5/61 Little Oxford St,2,u,672000,S,Jellis,24-09-2016,1.6,3066,2,1,1,0,60,2002,Yarra,-37.8046,144.984,Northern Metropolitan,4553
645,Collingwood,8/115 Oxford St,2,u,800000,VB,Nelson,25-02-2017,1.6,3066,2,1,1,0,91,1900,Yarra,-37.8026,144.9848,Northern Metropolitan,4553
